place_id,name,latitude,longitude,regular,premium,diesel
2344,"PETROMAX, S.A. DE C.V.",19.52987,-99.17842,21.79,,
2345,"PETROMAX, S.A. DE C.V.",25.59509,-103.4854,22.69,,
2346,"PETROMAX, S.A. DE C.V.",25.53754,-100.9463,22.99,,
2347,"PETROMAX, S.A. DE C.V.",26.05935,-98.35895,18.19,,
2348,"PETROMAX, S.A. DE C.V.",28.70224,-106.1422,22.49,,
2349,"PETROMAX, S.A. DE C.V.",25.68494,-100.2729,22.99,,
2350,"ARY SUPER SERVICIOS IV, SA DE CV",25.51376,-103.3939,23.08,,24.88
2351,"PETROMAX, S.A. DE C.V.",20.45484,-103.2512,23.39,,
2352,"PETROMAX, S.A. DE C.V.",25.72574,-100.3175,24.09,25.69,
2353,"Gasolinería Colegio Militar, S.A. de C.V.",19.26855,-99.1646,23.29,24.99,24.79
2354,"GRUPO OCTANO, S.A. DE C.V.",21.47978,-104.8922,21.45,24.49,
2355,"Suministro y Limpieza de Autobuses, S.A. de C.V.",19.48179,-99.14,18.75,,
2356,"GRUPO OCTANO, S.A. DE C.V.",20.6932,-103.4529,23.84,25.99,
2357,"COMBUSTIBLES MB DE LA COSTA, S.A. DE C.V.",15.94528,-95.79509,23.19,24.99,
2358,"PETROMAX, S.A. DE C.V.",26.04127,-98.40625,18.19,,
2359,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.79409,-108.9943,24.15,,
2360,"GRUPO OCTANO, S.A. DE C.V.",20.74955,-105.3207,24.39,,
2361,"ESTACION HIPODROMO, S.A. DE C.V.",32.51191,-116.9981,22.49,24.99,23.29
2362,"DIAZ GAS, S.A. DE C.V.",31.74264,-106.4809,17.65,,
2363,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",32.48495,-116.9417,21.99,24.99,23.29
2364,"GRUPO OCTANO, S.A. DE C.V.",21.52525,-104.904,23.79,25.99,24.99
2365,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",32.5438,-116.931,21.39,24.99,
2366,GRUPO GOCALVI SA DE CV,31.6654,-106.4088,17.69,,
2367,"PETROMAX, S.A. DE C.V.",25.61303,-100.8398,23.89,25.19,
2368,"PETROMAX, S.A. DE C.V.",26.04685,-98.22788,18.19,,
2369,"PETROMAX, S.A. DE C.V.",26.08634,-98.27101,18.19,,
2370,"PETROMAX, S.A. DE C.V.",25.69438,-100.1764,24.09,25.69,
2371,"GRUPO OCTANO, S.A. DE C.V.",20.74488,-105.3031,24.39,,
2372,"DIAZ GAS, S.A. DE C.V.",31.64269,-106.407,17.65,20.07,
2373,"ESTACION AMBAR, S. DE R.L. DE C.V.",32.53723,-116.9228,21.49,24.99,23.09
2374,"PETROMAX, S.A. DE C.V.",25.45015,-100.998,23.89,25.19,
2375,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",20.73753,-105.2707,21.99,24.99,25.49
2376,"PETROMAX, S.A. DE C.V.",26.05171,-98.37684,18.19,,
2377,MULTISERVICIOS LA PILARICA SA DE CV ,25.79476,-108.9733,24.17,,
2378,"ESTACION AMBAR, S. DE R.L. DE C.V.",32.49525,-117.0529,21.59,24.99,21.99
2379,Becktrop Operadora SA de CV,20.68804,-103.4197,23.99,,
2380,"SERVICIO CIBOLA, S.A. DE C.V.",32.39319,-117.0559,20.99,24.99,
2381,"SERVICIO EFIGAS, S. DE R.L. DE C.V.",32.52652,-116.949,21.99,24.99,23.39
2382,"SERVICIO CIBOLA, S.A. DE C.V.",32.50297,-116.9643,20.69,,
2383,SALVADOR GALINDO RAMIREZ,22.63596,-101.7064,22.45,24.4,24.6
2384,"ESTACION RAEL, S. DE R.L. DE C.V.",32.49149,-117.0305,21.59,24.99,21.99
2385,"PETROMAX, S.A. DE C.V.",25.70392,-100.3196,22.99,,
2386,"GRUPO OCTANO, S.A. DE C.V.",20.62714,-105.2228,24.39,,
2387,"PETROMAX, S.A. DE C.V.",26.04279,-98.35052,18.19,,
2388,"PETROMAX, S.A. DE C.V.",25.86598,-97.47758,17.59,,
2389,"Ary Super Servicios I, SA de CV",25.58082,-103.4926,22.99,,24.96
2390,"GPDC Estaciones de Servicio, S. A. DE C. V.",19.4153,-99.17616,22.89,25.99,
2391,"SERVICIO CIBOLA, S.A. DE C.V.",29.32497,-100.9801,20.15,22.49,24.19
2392,"PETROMAX, S.A. DE C.V.",26.06018,-98.3122,18.19,,
2393,HIDROCARBUROS EXPRESS OCOZOCOAUTLA SA DE CV ,15.66675,-92.13802,23.76,24.93,
2394,GRUPO GOCALVI SA DE CV,31.77539,-106.5588,17.69,,
2395,ORBA GAS SA DE CV,28.7,-100.55,17.5,20.5,23.6
2396,GRUPO EMPRESARIAL CACHANILLA SA DE CV,32.62274,-115.5103,21.29,,
2397,"Estación de Servicios Costeña, S.A. de C.V.",19.39925,-98.87991,21.49,23.97,23.29
2398,MULTISERVICIOS LA PILARICA SA DE CV ,25.80817,-109.0235,24.17,,
2399,"GRUPO OCTANO, S.A. DE C.V.",19.90299,-100.7929,23.28,25.44,24.94
2400,"PETROMAX, S.A. DE C.V.",25.62543,-100.1731,21.99,,
2401,"PETROMAX, S.A. DE C.V.",25.78408,-100.2486,22.99,,
2402,"ESTACION HIPODROMO, S.A. DE C.V.",32.50465,-116.9517,21.59,24.99,23.19
2403,EL EDEN GUTIERREZ & ARAMONI SERVICIOS SA DE CV ,16.76678,-93.30972,22.3,,
2404,"VILLAFLORESTA DE TIJUANA, S.A. DE C.V.",32.47997,-116.9372,21.99,,23.35
2405,"PETROMAX, S.A. DE C.V.",26.0128,-98.19566,18.19,,
2406,"PETROMAX, S.A. DE C.V.",25.86027,-100.2367,23.99,,
2407,"PETROMAX, S.A. DE C.V.",25.46486,-100.9964,23.89,25.19,
2408,"Inmobiliaria Parque Civac, S.A. de C.V.",18.91005,-99.16859,22.49,24.29,23.99
2409,"Servicio Agua Brava, S.A. de C.V.",19.30831,-99.13345,21.89,24.99,24.29
2410,"COMBU-EXPRESS, S.A. DE C.V.",20.37663,-102.9302,23.14,25.94,24.99
2411,"PETROMAX, S.A. DE C.V.",19.38079,-99.18764,23.49,,
2412,GENERAL DE COMBUSTIBLES COLIMA SA DE CV,19.12105,-104.3395,22.25,,
2413,"OPERADORA GALFOX, SA DE CV",28.69786,-100.5383,16.99,,
2414,"PETROMAX, S.A. DE C.V.",26.07711,-98.32571,18.19,,
2415,ABASTECEDORA DE COMBUSTIBLES DEL SURESTE SA DE CV ,14.67243,-92.15979,22.09,23.75,23.35
2416,"PETROMAX, S.A. DE C.V.",25.75324,-100.2974,22.99,,
2417,"PETROMAX, S.A. DE C.V.",25.68003,-100.2656,22.79,,
2418,"PETROMAX, S.A. DE C.V.",26.07018,-98.32381,18.19,,
2419,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,28.72977,-106.0961,21.9,,
2420,"ESTACION LA VICTORIA, S.A. DE C.V.",32.53125,-117.0118,22.35,,23.29
2421,"COMBU-EXPRESS, S.A. DE C.V.",19.09598,-104.3036,22.25,,
2422,GRUPO 65 SA DE CV,19.27286,-103.7395,21.65,,
2423,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",20.46216,-100.0968,21.99,23.99,
2424,"INDUSTRIAS CEBRA, S.A. DE C.V. ",20.63894,-103.3643,22.24,,
2425,"PETROMAX, S.A. DE C.V.",25.7197,-100.359,22.99,,
2426,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",25.42703,-100.9668,24.59,25.29,24.49
2427,"DIAZ GAS, S.A. DE C.V.",31.68314,-106.4074,17.65,20.07,
2428,"LAS MEJORES ESTACIONES, S.A DE C.V",20.90505,-100.7242,22.71,25.05,
2429,"PETROMAX, S.A. DE C.V.",25.67901,-100.4386,21.99,,
2430,"PETROMAX, S.A. DE C.V.",25.56364,-103.4788,22.99,,
2431,"PETROMAX, S.A. DE C.V.",20.61732,-103.2545,22.59,,
2432,"Gasolinería Veneto, S.A. de C.V.",19.65666,-99.12277,22.99,25.49,23.99
2433,"PETROMAX, S.A. DE C.V.",25.49093,-100.9678,23.29,,
2434,"PETROMAX, S.A. DE C.V.",25.41419,-101.0159,21.79,,
2435,"PETROMAX, S.A. DE C.V.",20.61091,-103.4194,23.39,,
2436,SERVICIO MUZQUIZ S.A.,27.89273,-101.5306,23,24.6,24
2437,"DIGEPE, S.A. DE C.V. (07356)",21.01261,-100.6528,21.99,,24.37
2438,"PETROMAX, S.A. DE C.V.",19.63085,-99.16546,22.59,,
2439,"PETROMAX, S.A. DE C.V.",25.75881,-100.1725,21.19,,
2440,SERVICIO GASOLINERO EL PRIMO S.A. DE C.V.,24.43446,-104.6984,23.3,,
2441,"Fuente de Carga Frigga, S.A. de C.V.",19.40762,-99.27599,21.43,,23.85
2442,"PETROMAX, S.A. DE C.V.",19.56659,-99.2421,22.49,,
2443,PROMOTORA DE SERVICIOS OCOZOCOAUTLA SA DE CV      ,16.76811,-93.29664,22.3,,
2444,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",19.31672,-99.12744,22.99,24.99,
2445,"GRUPO OCTANO, S.A. DE C.V.",19.96015,-101.1363,22.78,25.44,24.94
2446,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.77642,-109.0221,24.15,,
2447,"PETROMAX, S.A. DE C.V.",25.76551,-100.2887,22.99,,
2448,"ESTACION RAEL, S. DE R.L. DE C.V.",32.59245,-115.5549,22.09,23.99,23.59
2449,"Servicio Granada, S.A. de C.V.",19.64,-99.07566,22.99,25.29,24.49
2450,"PETROMAX, S.A. DE C.V.",28.66151,-106.0861,22.29,,
2451,"PETROMAX, S.A. DE C.V.",25.45446,-101.0064,23.89,25.19,
2452,CORPORATIVO ARPE SA DE CV,28.71699,-106.1502,21.9,,
2453,"PETROMAX, S.A. DE C.V.",25.66981,-100.3696,24.09,25.69,
2454,"SERVICIO ROMALSA, S.A. DE C.V.",21.84296,-102.7334,22.64,,
2455,"ESTACION GRUGAS, S. DE R.L. DE C.V.",32.40914,-117.0479,21.69,24.99,22.99
2456,"PETROMAX, S.A. DE C.V.",25.69306,-100.5097,21.99,,
2457,SERVICIO ROSA S.A. DE C.V.,31.84799,-116.5914,20.99,24.69,
2458,HIDROCARBUROS EPAZOYUCAN S.A DE C.V.,20.01397,-98.63866,21.3,,
2459,"PETROMAX, S.A. DE C.V.",25.66751,-100.3207,23.59,,
2460,"PETROMAX, S.A. DE C.V.",25.26543,-101.0904,23.89,25.19,
2461,"PETROMAX, S.A. DE C.V.",25.98758,-98.27431,18.19,,
2462,"PETROMAX, S.A. DE C.V.",25.85541,-100.24,23.99,,
2463,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.77955,-109.0072,24.15,,
2464,"PETROMAX, S.A. DE C.V.",32.36537,-117.0592,20.89,,0
2465,"PETROMAX, S.A. DE C.V.",25.60693,-100.2683,24.09,25.69,
2466,MULTISERVICIOS LA PILARICA SA DE CV ,25.79961,-108.9428,24.05,25.11,25.07
2467,RAMCAL SA DE CV,19.0389,-104.2583,22.99,,
2468,"PETROMAX, S.A. DE C.V.",20.62028,-103.2741,22.59,,
2469,"PETROMAX, S.A. DE C.V.",25.49524,-100.1889,23.59,,
2470,SERVICIO MARTIN SA DE CV,21.88947,-102.2888,22.43,,
2471,MULTISERVICIOS LA PILARICA SA DE CV ,25.76679,-108.9927,24.05,25.11,
2472,"PETROMAX, S.A. DE C.V.",25.66529,-100.4599,23.99,,
2473,"PETROMAX, S.A. DE C.V.",26.09215,-98.29046,18.19,,
2474,DALCON SA DE CV,21.85173,-102.2698,22.59,24.99,
2475,"GRUPO OCTANO, S.A. DE C.V.",20.71072,-105.276,24.39,,
2476,"SERVICIO VILLAS DEL PILAR, S.A. DE C.V.",21.84497,-102.3077,22.45,,
2477,"Gasolinería Mallorca, S.A. de C.V. ",19.25752,-99.02151,22.99,24.99,23.99
2478,LATANST SA DE CV,20.2175,-98.9109,21.78,,
2479,"Tulti Estación, S.A. de C.V.",19.64001,-99.13567,22.99,25.59,23.99
2480,"PETROMAX, S.A. DE C.V.",25.73661,-100.2871,23.29,,
2481,"PETROMAX, S.A. DE C.V.",26.07309,-98.29394,17.19,,
2482,"Servicio Santa Fe, S.A. de C.V.",24.03353,-104.6377,22.39,,
2483,"Gasolinería Cúpula, S.A. de C.V.",19.57208,-99.05207,22.99,24.99,24.49
2484,Autoservicio La Otra S.A de C.V.,29.55163,-104.4193,17.85,21.45,
2485,"PETROMAX, S.A. DE C.V.",25.75267,-100.1985,24.09,25.69,
2486,"PETROMAX, S.A. DE C.V.",25.70874,-100.2766,22.99,,
2487,"Estación de Servicio Rancho Verde, S.A. de C.V.",19.56669,-99.04448,22.99,24.79,24.29
2488,SERVICIO LOS OLIVOS S.A. DE C.V.(E4394),31.86382,-116.5828,21.4,,
2489,"PETROMAX, S.A. DE C.V.",25.71057,-100.2634,22.99,,
2490,"PETROMAX, S.A. DE C.V.",25.45791,-100.9836,23.89,25.19,
2491,"PETROMAX, S.A. DE C.V.",25.27493,-100.5909,23.89,25.19,
2492,"ESTACION RAEL, S. DE R.L. DE C.V.",32.51298,-116.888,20.39,24.49,23.35
2493,"PETROMAX, S.A. DE C.V.",26.04473,-98.31477,18.19,,
2494,"PETROMAX, S.A. DE C.V.",25.65684,-100.1361,22.99,,
2495,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.79107,-108.9767,24.15,,
2496,"PETROMAX, S.A. DE C.V.",25.41525,-100.975,23.89,25.19,
2497,CONSORCIO OPERATIVO OCOZOCOAUTLA SA DE CV ,16.23048,-93.87355,22.79,24.99,
2498,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.77663,-108.9864,24.15,,
2499,"Mini Servicio Jet, S.A. de C.V.",19.33291,-99.1517,23.49,25.59,
2500,"PETROMAX, S.A. DE C.V.",25.76412,-100.243,21.99,,
2501,"GRUPO OCTANO, S.A. DE C.V.",21.51005,-104.8809,22.79,24.49,23.99
2502,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",32.52269,-117.0456,22.29,24.99,
2503,"ARY SUPER SERVICIOS III, SA DE CV",25.54233,-103.4356,22.97,,
2504,SERVICIO MARTIN SA DE CV,21.86697,-102.2441,22.59,,
2505,"LAS MEJORES ESTACIONES, S.A DE C.V",20.2467,-99.0999,21.19,23.97,23.09
2506,"PETROMAX, S.A. DE C.V.",26.06401,-98.29431,18.19,,
2507,PARADERO STA MARIA  S.A. DE C.V.,26.75702,-101.4097,23.99,25.49,
2508,"SERVICIO EXPRESS DE COMBUSTIBLES, S.A. DE C.V.",16.34696,-93.40465,22.49,,24.09
2509,"PETROMAX, S.A. DE C.V.",25.84843,-100.245,23.99,,
2510,"PETROMAX, S.A. DE C.V.",25.7325,-100.1526,20.99,,
2511,DISTRIBUIDORA DE COBUSTIBLES LAS CAÑADAS SA DE CV ,17.11021,-92.27808,24.15,,
2512,"GASMAX, S.A. DE C.V.",32.50606,-117.0615,21.59,24.99,23.35
2513,"PETROMAX, S.A. DE C.V.",31.88323,-116.6105,21.19,23.79,
2514,GASOLINERA TERAN SA DE CV,16.7565,-93.16075,21.49,,23.67
2515,"Gasolinería Monteblanco, S.A. de C.V.",19.6428,-99.11065,21.99,24.49,23.99
2516,"SERVICIO SAN BERNARDO, S.A. DE C.V.",28.3347,-100.3887,17.99,20.99,22.8
2517,CORPORATIVO ARPE SA DE CV,28.60305,-106.1215,21.9,,
2518,"GRUPO OCTANO, S.A. DE C.V.",19.72294,-101.1903,22.78,25.49,24.94
2519,"ESTACION GRUGAS, S. DE R.L. DE C.V.",32.51395,-116.8729,20.29,24.99,
2520,"PETROMAX, S.A. DE C.V.",25.76518,-100.397,20.99,,
2521,"PETROMAX, S.A. DE C.V.",25.67,-100.4021,24.09,,
2522,"SERVICIO CIBOLA, S.A. DE C.V.",32.51282,-116.853,21.79,24.99,23.29
2523,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",19.35028,-99.3023,22.99,25.59,23.99
2524,"ESTACION RIO TIJUANA, S. DE R.L. DE C.V.",32.4689,-116.847,22.19,24.99,23.29
2525,SERVICIOS VILLALOBOS SA ,21.8348,-102.2898,22.56,,
2526,COMBUSTIBLES DE ACAMBARO SA ,20.01938,-100.7283,22.88,,
2527,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",20.76211,-105.3472,21.99,24.99,25.49
2528,"DIAZ GAS, S.A. DE C.V.",31.62791,-106.3489,17.65,20.07,
2529,"GRUPO OCTANO, S.A. DE C.V.",19.69432,-101.15,22.78,25.49,
2530,"PETROMAX, S.A. DE C.V.",28.62766,-106.1183,22.59,,
2531,"PETROMAX, S.A. DE C.V.",19.3335,-99.07513,22.99,,
2532,SERVICIO SAN FRANCISCO DE LOS ROMO DE AGS SA DE CV,22.07574,-102.2729,22.34,24.42,23.91
2533,TORO GRUPO GASOLINERO SA DE CV,22.17901,-102.296,22.38,24.18,23.78
2534,"PETROMAX, S.A. DE C.V.",25.72883,-100.2535,24.09,,
2535,"GRUPO OCTANO, S.A. DE C.V.",21.47683,-104.8682,23.89,,24.99
2536,"SERVICIO DRAKO, S. DE R.L. DE C.V.",32.49984,-116.9091,22.49,24.99,23.39
2537,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.86532,-109.3231,23.35,,
2538,"PETROMAX, S.A. DE C.V.",25.67491,-100.4262,24.09,,
2539,"GRUPO OCTANO, S.A. DE C.V.",19.80758,-100.8826,22.78,25.38,24.94
2540,"ESTACION LA VICTORIA, S.A. DE C.V.",32.52136,-117.024,22.45,,
2541,SERVICIO ZENOTE S.A. DE C.V.,21.15723,-86.86021,23.73,,
2542,"DIAZ GAS, S.A. DE C.V.",31.75163,-106.4565,12,,
2543,"PETROMAX, S.A. DE C.V.",26.04308,-98.30024,18.19,,
2544,"GRUPO OCTANO, S.A. DE C.V.",20.73159,-103.6072,23.74,25.99,
2545,"PETROMAX, S.A. DE C.V.",20.5867,-103.4448,23.39,,
2546,"PETROMAX, S.A. DE C.V.",25.59716,-98.15037,18.19,,
2547,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.94688,-108.9258,23.75,,
2548,"PETROMAX, S.A. DE C.V.",25.63737,-100.0855,22.99,,
2549,Operadora Alianza de Estaciones de Servicio SADECV,19.38935,-99.27911,23.99,25.89,24.29
2550,"PETROMAX, S.A. DE C.V.",25.82599,-100.2875,24.09,25.69,
2551,MULTISERVICIOS LA PILARICA SA DE CV ,25.77471,-108.9828,24.05,25.11,
2552,"EST. DE SERV. PUERTA DE MEXICO,S.DER.L.DECV",32.51887,-117.0121,21.99,24.99,23.29
2553,"GRUPO OCTANO, S.A. DE C.V.",19.80574,-104.2104,16.6,,
2554,"PETROMAX, S.A. DE C.V.",25.54993,-103.4232,22.39,,
2555,"PETROMAX, S.A. DE C.V.",25.42695,-100.8062,22.99,,
2556,"PETROMAX, S.A. DE C.V.",25.66857,-100.1769,22.99,,
2557,"ANAHUAC SERVICIOS GASOLINEROS, S.A. DE C.V.",25.55191,-100.9548,23.19,,
2558,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",21.12689,-101.6378,21.99,24.99,24.39
2559,"PETROMAX, S.A. DE C.V.",25.69495,-100.1733,23.79,,
2560,"DIAZ GAS, S.A. DE C.V.",31.60178,-106.3859,17.65,20.07,
2561,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",31.18406,-110.971,18.79,22.99,23.19
2562,"ESTACION LA VICTORIA, S.A. DE C.V.",32.46996,-116.844,21.75,,22.99
2563,"SERVICIO LA PANADERA, S.A. DE C.V.",21.86312,-102.6932,22.64,,
2564,"PETROMAX, S.A. DE C.V.",25.85519,-97.50922,17.99,,
2565,"GRUPO OCTANO, S.A. DE C.V.",20.74569,-105.2558,24.39,,
2566,"Servicio Molinos, S.A. de C.V.",18.9601,-99.24599,22.19,23.99,
2567,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",25.81244,-108.9844,24.15,,
2568,"ESTACION ANAHUAC, S.A. DE C.V.",28.70201,-100.521,17.5,20.5,
2569,"Gasolinería Málaga, S.A. de C.V.",19.57203,-99.05344,22.99,24.79,23.99
2570,"GRUPO OCTANO, S.A. DE C.V.",21.83434,-105.1171,23.89,26.19,24.99
2571,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",32.48268,-117.0468,21.29,24.99,23.39
2586,DAGAL SA DE CV,32.55221,-115.0736,21.29,23.95,22.99
2587,Servicio Malecón San Juan S.A. de C.V.,21.25467,-102.3394,22.69,,
2588,"FELIX GAS, S.A. DE C.V.",31.88656,-116.6868,21.49,23.89,22.79
2589,Gasolinera El Limon SA de CV,19.81301,-104.1544,23.75,24.93,
2590,SERVICIO EL ZACATITO DE AZCAPO S. A. DE C. V.,19.48226,-99.18771,22.55,,
2591,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.54131,-102.5641,23.29,25.09,24.19
2592,"LAS MEJORES ESTACIONES, S.A DE C.V",19.61393,-99.00642,21.79,25.19,
2593,SERVICIOS JAZMIN S.A. DE C.V.,20.91119,-86.87553,23.83,,
2594,BOSCOGAS SA DE CV,21.13685,-101.7234,21.74,,
2595,DAGAL SA DE CV,32.56931,-114.9992,21.59,24.19,22.99
2596,DAGAL SA DE CV,32.47156,-115.3106,21.59,24.19,23.19
2597,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",18.14966,-94.43388,20.19,22.89,23.89
2598,"SERVICIO SAN MARTIN TEOTIHUACAN, S.A. DE C.V. ",19.70335,-98.82012,22.9,24.6,24.29
2599,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,18.16003,-92.85671,21.99,,
2600,"ESTACION RAEL, S. DE R.L. DE C.V.",31.7198,-116.5731,21.69,24.69,23.09
2601,ESTACIONES DE SERVICIO S.A. DE C.V.,20.54966,-101.1438,22.99,,
2602,"PROMOTORA DE AUTO ESTACIONES, S.A. DE C.V.",19.67792,-101.2339,22.09,23.49,
2603,"Gasolinera Del Parque, S.A. de C.V.",21.96648,-102.2888,22.45,24.24,24.17
2604,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",32.49059,-116.9273,21.49,24.99,22.39
2605,"GRUPO FERCHE, S.A. DE C.V.",19.12053,-96.10516,22.34,,
2606,SERVICIOS GUERRERO DE ACAMBARO SA DE CV,20.04531,-100.7662,22.75,,
2607,SUPER SERVICIO ARRIETA SA DE CV,24.04261,-104.6802,22.44,,
2608,SERVICIO MARITIMO CORAL S.A. DE C.V.,21.15244,-86.86012,23.68,,
2609,"SERVICIO D SOTO, S.A. DE C.V.",20.52757,-102.3362,22.75,,
2610,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",32.53864,-117.0291,21.79,24.59,22.89
2611,"SERVICIO VEGA, S.A. DE C.V. ",21.20466,-100.8577,22.69,,
2612,"SERVICIO APACHE, SA DE CV",25.56848,-103.5208,23.06,,24.95
2613,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,18.01615,-92.91328,21.69,,
2614,ESTACIONES DE SERVICIO S.A. DE C.V.,20.61522,-100.3868,21.99,,
2615,INSIGNIA ALTOZANO SA DE CV,19.66436,-101.1623,21.85,,23.9
2616,INMOBILIARIA CORRALEJO S.A. DE C.V.,20.6367,-87.08114,23.83,,
2617,servicio migajas sa de cv,18.76206,-98.98381,22.49,23.79,24.39
2618,ESTACIONES DE SERVICIO S.A. DE C.V.,20.61662,-100.4375,22.19,,
2619,"ALTAVILLA, S.A. DE C.V.",19.51123,-99.08908,23.17,25.34,24.24
2620,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",20.32315,-102.0181,22.58,,
2621,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",18.80815,-96.72063,21.49,23.39,24.09
2622,"GASOLINERA ROMO, S.A. DE C.V.",21.43035,-102.5762,22.95,,
2623,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",20.35177,-102.0157,21.47,,
2624,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",20.05834,-99.29172,21.99,23.99,24.19
2625,SERVICIOS PLAYACAR S.A. DE C.V.,20.64288,-87.07149,23.83,,
2626,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,17.50181,-91.99204,20.79,,
2627,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",17.95911,-94.91727,21.39,23.79,23.89
2628,SERVICIO MANEADERO S.A. DE C.V.,31.74066,-116.5835,21.49,23.89,22.79
2629,"RECAR SUPER SERVICIO, S.A. DE C.V.",19.30152,-99.75105,20.69,23.59,23.59
2630,"SERVICIO VILLALBA, SA DE CV",24.01595,-104.6446,22.49,,
2631,ESTACIONES DE SERVICIO S.A. DE C.V.,20.58547,-100.392,21.99,,
2632,"SERVICIO PIRÁMIDE DEL FUEGO, S.A. DE C.V. ",19.7613,-98.7485,22.09,23.49,
2633,GASOLINERA JALTEPEC S.A. DE C.V.,19.59531,-100.1251,22.4,,23.95
2634,"Servicio San Pedrito, S.A. de C.V.",20.61959,-103.2887,21.48,,
2635,MEGA  SERVICIO RODY SA DE CV,28.33613,-100.851,24.48,17.83,
2636,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",17.99188,-94.5683,21.2,23.49,23.89
2637,AUTOSERVICIOS OSMI SA DE CV,25.57806,-108.4623,23.5,,
2638,"OPERADORA DE SERVICIOS REFORMA, S.A. DE C.V.",19.38742,-99.26285,22.99,24.59,
2639,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",20.53868,-103.2963,24.19,25.79,24.59
2640,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,17.98881,-92.95144,21.99,,
2641,ESTACIONES DE SERVICIO S.A. DE C.V.,20.58684,-100.3855,22.59,,
2642,SERVICIO 57 DE VILLA DE FUENTE SA DE CV,28.65402,-100.5517,17.99,20.99,22.99
2643,"GASOLINERA TAPATIA,  SA DE CV",20.6276,-103.3209,23.25,,
2644,SERVICIO SAN FRANCISCO TEPOJACO S.A. DE C.V.,19.64423,-99.27248,22.2,,
2645,"BECKTROP GDL, S.A. DE C.V.",20.64556,-103.3626,22.99,,
2646,Combustibles Palma Real SA de CV,20.73023,-103.4318,22.99,,
2647,"CARLOS BALLINA ESCARTIN E HIJOS, S.A. DE C.V.",19.38828,-99.56278,22.29,24.28,23.79
2648,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",24.01628,-104.6629,23.39,25.19,24.79
2649,"SERVICIO MUVI, S.A. DE C.V. ",19.65111,-98.88399,22.89,,24.29
2650,"COMBUSTIBLES MB DE LA COSTA, S.A. DE C.V.",16.20841,-93.26566,22.39,24.44,24.19
2651,"Damor, S.A. de C.V.",20.11773,-98.7812,20.99,23.39,23.69
2652,ESTACIONES DE SERVICIO S.A. DE C.V.,20.56229,-100.2211,22.59,,
2653,claudia sara rodriguez arista,17.64926,-101.5344,23.09,,
2654,COMBUSTIBLES YAJALON S.A. DE C.V.,17.16369,-92.32173,24,,
2655,SERVICIO GASGET SA DE CV,19.52529,-99.2086,21.69,,
2656,Servicio Nuestra Señora de Loreto  S.A. De C.V.,19.27798,-99.55755,20.97,23.67,
2657,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",18.08629,-94.04018,22.49,,24.09
2658,"Carbu Express, S.A. de C.V.",20.12443,-98.77612,19.89,21.85,21.09
2659,"GASOLINERA LUPITA, SA DE CV",19.79058,-104.3576,24,,
